"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,45984.995133,8237.563364,"ns/op",20000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,63426.762852,1728.335064,"ns/op",30000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,88428.227780,5180.108239,"ns/op",40000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,109955.129635,4757.598373,"ns/op",50000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,148775.726561,16486.892622,"ns/op",60000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,172178.531259,13814.932770,"ns/op",70000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,195956.490094,10958.551737,"ns/op",80000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,243541.072793,47963.624835,"ns/op",90000
"customstackV2.CustomStackBenchmark.testAddElement","avgt",1,10,257678.351089,18223.226277,"ns/op",100000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,17.161737,0.686897,"ns/op",10000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,19.353420,2.978640,"ns/op",20000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,21.780508,9.001919,"ns/op",30000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,21.035218,2.781794,"ns/op",40000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,25.677200,5.841141,"ns/op",50000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,30.372622,7.389235,"ns/op",60000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,29.531550,4.400590,"ns/op",70000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,33.670712,8.329148,"ns/op",80000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,32.704022,10.285369,"ns/op",90000
"customstackV2.CustomStackBenchmark.testClear","avgt",1,10,36.017484,15.558493,"ns/op",100000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,91753957.284849,1938728.944748,"ns/op",10000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,367453134.600000,13533042.424265,"ns/op",20000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,817719708.400000,8506213.842462,"ns/op",30000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,1470654416.500000,37400600.248384,"ns/op",40000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,2297540295.800000,52939505.479329,"ns/op",50000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,3299293154.000000,74364448.543731,"ns/op",60000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,4417420170.800000,74635867.485334,"ns/op",70000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,5829004120.900000,88370158.318085,"ns/op",80000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,7293123087.600000,137388563.784306,"ns/op",90000
"customstackV2.CustomStackBenchmark.testClone","avgt",1,10,8901762454.100000,290449781.594315,"ns/op",100000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,15.187252,0.539704,"ns/op",10000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,15.665451,1.835541,"ns/op",20000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,17.144350,4.853912,"ns/op",30000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,19.949529,7.390556,"ns/op",40000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,21.473592,7.004701,"ns/op",50000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,33.876392,9.266012,"ns/op",60000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,43.286552,18.852766,"ns/op",70000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,33.574980,7.931800,"ns/op",80000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,36.878592,5.787597,"ns/op",90000
"customstackV2.CustomStackBenchmark.testConstructorDefault","avgt",1,10,34.123187,5.543722,"ns/op",100000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,10668.666425,170.443524,"ns/op",10000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,21468.084684,731.862501,"ns/op",20000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,32460.185083,2906.181376,"ns/op",30000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,42110.431379,1152.036317,"ns/op",40000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,51543.262998,924.401358,"ns/op",50000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,60811.123357,1201.386260,"ns/op",60000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,71799.968217,1102.140087,"ns/op",70000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,82493.505499,431.373553,"ns/op",80000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,92277.859193,2303.459363,"ns/op",90000
"customstackV2.CustomStackBenchmark.testContains","avgt",1,10,101748.996457,312.155119,"ns/op",100000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,64781.499439,6618.546658,"ns/op",10000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,106548.146378,11383.323115,"ns/op",20000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,141185.319625,6638.314215,"ns/op",30000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,170716.323039,4170.930454,"ns/op",40000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,204729.211927,2867.698175,"ns/op",50000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,243819.410106,3430.734277,"ns/op",60000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,267693.626865,3446.159951,"ns/op",70000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,310076.016626,5461.743611,"ns/op",80000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,363571.618132,19321.597054,"ns/op",90000
"customstackV2.CustomStackBenchmark.testContainsAll","avgt",1,10,507754.093957,102117.050336,"ns/op",100000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,17.303369,1.651397,"ns/op",10000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,17.679693,1.897560,"ns/op",20000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,21.447409,8.378320,"ns/op",30000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,24.930626,8.480130,"ns/op",40000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,35.168043,20.039267,"ns/op",50000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,40.726842,23.518202,"ns/op",60000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,39.087698,9.516884,"ns/op",70000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,36.435050,3.333975,"ns/op",80000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,35.890829,3.124173,"ns/op",90000
"customstackV2.CustomStackBenchmark.testEmpty","avgt",1,10,38.057040,4.058017,"ns/op",100000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,90544999.382576,550776.270905,"ns/op",10000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,361199850.000000,3591307.747631,"ns/op",20000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,811843047.900000,2156826.535415,"ns/op",30000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,1436531383.600000,8326725.565155,"ns/op",40000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,2254538966.600000,65356843.476482,"ns/op",50000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,3172580300.100000,20409185.316567,"ns/op",60000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,4305761162.600000,25909249.970120,"ns/op",70000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,5617436966.600000,7495290.593895,"ns/op",80000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,7118959195.900000,4731805.179883,"ns/op",90000
"customstackV2.CustomStackBenchmark.testEquals","avgt",1,10,8780355695.900000,23095911.141597,"ns/op",100000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,9730.587854,34.529126,"ns/op",10000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,19363.589952,109.428562,"ns/op",20000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,28395.269223,316.046353,"ns/op",30000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,37532.001521,365.650852,"ns/op",40000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,46466.885861,523.863114,"ns/op",50000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,55430.006509,259.922867,"ns/op",60000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,64406.355173,84.138235,"ns/op",70000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,73587.073486,285.251555,"ns/op",80000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,82544.723353,229.909909,"ns/op",90000
"customstackV2.CustomStackBenchmark.testGet","avgt",1,10,91625.487511,321.282503,"ns/op",100000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,89828896.883333,751279.319835,"ns/op",10000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,359700005.500000,3774887.896102,"ns/op",20000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,802209333.300000,7431686.060652,"ns/op",30000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,1414240441.800000,14088050.242885,"ns/op",40000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,2190721287.600000,8878748.603142,"ns/op",50000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,3150650683.300000,11085014.644409,"ns/op",60000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,4281875375.300000,7508085.654839,"ns/op",70000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,5601061995.900000,48781391.082252,"ns/op",80000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,7125870537.400000,48945467.680584,"ns/op",90000
"customstackV2.CustomStackBenchmark.testHashCode","avgt",1,10,8790864316.700000,35279778.678219,"ns/op",100000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,18972.226195,6912.546780,"ns/op",10000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,52769.043664,24214.930833,"ns/op",20000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,79373.786601,39677.930529,"ns/op",30000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,84702.134983,51059.576235,"ns/op",40000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,79329.026051,18457.470660,"ns/op",50000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,89768.636537,467.088105,"ns/op",60000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,107994.104069,422.054122,"ns/op",70000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,114450.856292,230.680939,"ns/op",80000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,117081.719573,222.163641,"ns/op",90000
"customstackV2.CustomStackBenchmark.testIndexOf","avgt",1,10,135722.022270,498.107906,"ns/op",100000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,19072.670951,6800.063027,"ns/op",10000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,52688.534400,23924.187427,"ns/op",20000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,79211.136846,40228.777203,"ns/op",30000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,85322.183709,49489.972137,"ns/op",40000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,79564.814369,22614.801769,"ns/op",50000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,94223.823591,305.036571,"ns/op",60000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,102881.462538,375.166659,"ns/op",70000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,109701.872428,528.786939,"ns/op",80000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,127077.107599,373.456498,"ns/op",90000
"customstackV2.CustomStackBenchmark.testIndexOfWithFromIndex","avgt",1,10,131542.929002,471.718590,"ns/op",100000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,14.423486,0.202741,"ns/op",10000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,15.163215,1.933426,"ns/op",20000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,17.293535,4.783408,"ns/op",30000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,21.472606,9.837912,"ns/op",40000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,23.895090,10.221021,"ns/op",50000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,26.038326,8.242401,"ns/op",60000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,31.043917,7.635910,"ns/op",70000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,33.230009,3.279136,"ns/op",80000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,36.152606,2.465603,"ns/op",90000
"customstackV2.CustomStackBenchmark.testIsEmpty","avgt",1,10,40.570766,5.173303,"ns/op",100000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,90018622.266667,637425.685694,"ns/op",10000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,360099304.166667,821452.397147,"ns/op",20000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,810269381.350000,3368838.246915,"ns/op",30000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,1435074491.500000,10658271.845689,"ns/op",40000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,2205267387.400000,10044283.252489,"ns/op",50000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,3159245541.700000,8487986.970785,"ns/op",60000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,4290262587.400000,8581595.973586,"ns/op",70000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,5615222566.800000,13380332.079492,"ns/op",80000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,7120621250.000000,29005332.874627,"ns/op",90000
"customstackV2.CustomStackBenchmark.testIterator","avgt",1,10,8785423829.200000,24373297.332678,"ns/op",100000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,10566.216963,27.939894,"ns/op",10000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,21278.406900,493.365333,"ns/op",20000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,30419.440347,4467.453124,"ns/op",30000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,38721.709971,7225.428284,"ns/op",40000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,45365.095137,8706.188110,"ns/op",50000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,51893.845094,2253.192668,"ns/op",60000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,61109.375716,178.909097,"ns/op",70000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,69073.813395,235.121421,"ns/op",80000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,78675.994909,327.388028,"ns/op",90000
"customstackV2.CustomStackBenchmark.testLastIndexOfWithFromIndex","avgt",1,10,86366.809633,357.926743,"ns/op",100000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,89564279.158333,307764.316442,"ns/op",10000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,359196238.866667,2208265.109097,"ns/op",20000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,797672462.550000,6970045.717399,"ns/op",30000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,1406045412.400000,10691244.978026,"ns/op",40000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,2190191875.200000,13027811.786425,"ns/op",50000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,3152181487.700000,12586151.251129,"ns/op",60000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,4286522154.300000,5075201.250095,"ns/op",70000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,5605366241.700000,20460030.930648,"ns/op",80000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,7097324370.800000,11746875.299642,"ns/op",90000
"customstackV2.CustomStackBenchmark.testListIterator","avgt",1,10,8768101287.400000,11271271.270925,"ns/op",100000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,21722663.721323,58244.993601,"ns/op",10000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,87205675.275000,275007.967830,"ns/op",20000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,196766482.650000,622833.749925,"ns/op",30000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,350698917.966667,4128244.864301,"ns/op",40000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,545968112.450000,719178.676512,"ns/op",50000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,786852383.450000,1746138.995468,"ns/op",60000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,1073781087.400000,4200902.519728,"ns/op",70000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,1399347212.600000,4854141.286180,"ns/op",80000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,1774657233.300000,13642696.166938,"ns/op",90000
"customstackV2.CustomStackBenchmark.testListIteratorWithIndex","avgt",1,10,2188731750.000000,2362146.550154,"ns/op",100000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,14.296697,0.115655,"ns/op",10000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,15.314220,1.656736,"ns/op",20000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,18.340385,6.436721,"ns/op",30000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,22.433223,8.823140,"ns/op",40000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,26.527593,12.314919,"ns/op",50000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,27.032539,8.424296,"ns/op",60000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,30.053781,7.106904,"ns/op",70000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,30.610460,3.056535,"ns/op",80000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,30.956246,2.184337,"ns/op",90000
"customstackV2.CustomStackBenchmark.testPeek","avgt",1,10,34.123186,2.979743,"ns/op",100000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,14.732647,0.201644,"ns/op",10000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,15.472069,1.903548,"ns/op",20000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,18.602351,7.104954,"ns/op",30000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,23.195571,9.838698,"ns/op",40000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,26.000974,9.455827,"ns/op",50000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,27.713627,7.343134,"ns/op",60000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,30.050861,5.093559,"ns/op",70000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,33.580970,5.139412,"ns/op",80000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,32.308862,2.826746,"ns/op",90000
"customstackV2.CustomStackBenchmark.testPop","avgt",1,10,34.257182,5.806747,"ns/op",100000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,28477.972019,3437.635106,"ns/op",10000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,50045.123222,9802.265587,"ns/op",20000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,70596.796622,1591.361381,"ns/op",30000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,95620.264891,2721.663514,"ns/op",40000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,120761.774338,2317.620760,"ns/op",50000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,144217.954366,4135.148630,"ns/op",60000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,167684.468611,5070.901674,"ns/op",70000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,183920.842185,9539.352722,"ns/op",80000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,213633.828515,20030.898923,"ns/op",90000
"customstackV2.CustomStackBenchmark.testPush","avgt",1,10,228288.945962,6353.860134,"ns/op",100000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,57538.251741,160.714337,"ns/op",10000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,111177.866395,762.410844,"ns/op",20000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,163783.063229,1290.566230,"ns/op",30000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,216416.324847,4499.815052,"ns/op",40000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,276773.552735,4999.294859,"ns/op",50000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,338023.483503,1516.619583,"ns/op",60000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,392476.502019,5579.871876,"ns/op",70000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,445120.695014,6125.934446,"ns/op",80000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,498453.260642,6552.790202,"ns/op",90000
"customstackV2.CustomStackBenchmark.testRemoveAll","avgt",1,10,610468.279718,9942.084601,"ns/op",100000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,9758.870453,23.450364,"ns/op",10000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,19441.077993,121.381060,"ns/op",20000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,29704.569722,1088.271654,"ns/op",30000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,40012.692255,345.977639,"ns/op",40000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,49396.745089,440.041563,"ns/op",50000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,58751.289146,559.751387,"ns/op",60000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,67725.452130,183.263475,"ns/op",70000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,77169.078871,427.482960,"ns/op",80000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,85825.900570,400.367173,"ns/op",90000
"customstackV2.CustomStackBenchmark.testRemoveIndex","avgt",1,10,96551.823498,467.031215,"ns/op",100000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,11126.246988,200.368209,"ns/op",10000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,29645.893856,11755.488736,"ns/op",20000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,49048.342348,16777.726094,"ns/op",30000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,57240.914939,24120.518817,"ns/op",40000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,61205.973080,25206.361881,"ns/op",50000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,64196.097188,141.527340,"ns/op",60000
"customstackV2.CustomStackBenchmark.testRemoveObject","avgt",1,10,74999.946665,274.869128,"ns/op",70000
